VARI,NOME,DESDE,TAM,F,CATEG,quesito,categorias,categorias_dict
V126,"RENDA DA OCUPAÇÃO PRINCIPAL PESSOAL NO ANO
  - NÃO APLICAVEL
 1- ATE 1/2 SALARIO MINIMO
 2- DE 1/2 A UM SALARIO MINIMO
 3- DE UM A DOIS SALARIOS MINIMOS
 4- DE DOIS A TRES SALARIOS MINIMOS
 5- DE TRES A CINCO SALARIOS MINIMOS
 6- DE CINCO A DEZ SALARIOS MINIMOS
 7- DE DEZ A VINTE SALARIOS MINIMOS
 8- MAIS DE VINTE SALARIOS MINIMOS
 9- SEM RENDIMENTO
10- SEM DECLARAÇÃO",251,2,N,11.0,RENDA DA OCUPAÇÃO PRINCIPAL PESSOAL NO ANO,"  - NÃO APLICAVEL
 1- ATE 1/2 SALARIO MINIMO
 2- DE 1/2 A UM SALARIO MINIMO
 3- DE UM A DOIS SALARIOS MINIMOS
 4- DE DOIS A TRES SALARIOS MINIMOS
 5- DE TRES A CINCO SALARIOS MINIMOS
 6- DE CINCO A DEZ SALARIOS MINIMOS
 7- DE DEZ A VINTE SALARIOS MINIMOS
 8- MAIS DE VINTE SALARIOS MINIMOS
 9- SEM RENDIMENTO
10- SEM DECLARAÇÃO","{1: 'ATE 1/2 SALARIO MINIMO', 2: 'DE 1/2 A UM SALARIO MINIMO', 3: 'DE UM A DOIS SALARIOS MINIMOS', 4: 'DE DOIS A TRES SALARIOS MINIMOS', 5: 'DE TRES A CINCO SALARIOS MINIMOS', 6: 'DE CINCO A DEZ SALARIOS MINIMOS', 7: 'DE DEZ A VINTE SALARIOS MINIMOS', 8: 'MAIS DE VINTE SALARIOS MINIMOS', 9: 'SEM RENDIMENTO', 10: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V127,VALOR DA RENDA DA OCUPAÇÃO PRINCIPAL PESSOAL NA SEMANA DE REFERENCIA,253,9,N,,VALOR DA RENDA DA OCUPAÇÃO PRINCIPAL PESSOAL NA SEMANA DE REFERENCIA,,
V128,VALOR DA RENDA DE TODAS AS OCUPAÇÕES NA SEMANA DE REFERENCIA,262,9,N,,VALOR DA RENDA DE TODAS AS OCUPAÇÕES NA SEMANA DE REFERENCIA,,
V129,VALOR DA RENDA COM OUTRAS RECEITAS PESSOAIS,271,9,N,,VALOR DA RENDA COM OUTRAS RECEITAS PESSOAIS,,
V130,VALOR DAS OUTRAS RENDAS,280,9,N,,VALOR DAS OUTRAS RENDAS,,
V131,VALOR DA RENDA MENSAL DE PESSOAL NA SEMANA DE REFERENCIA,289,9,N,,VALOR DA RENDA MENSAL DE PESSOAL NA SEMANA DE REFERENCIA,,
V132,VALOR DA RENDA DA OCUPAÇÃO PRINCIPAL NO ANO,298,9,N,,VALOR DA RENDA DA OCUPAÇÃO PRINCIPAL NO ANO,,
V133,"LUGAR NASCIMENTO X SEXO
 - NÃO APLICAVEL
1- HOMEM MESMA REGIÃO
2- HOMEM OUTRA REGIÃO
3- HOMEM ESTRANGEIRO BRASILEIRO SEM DENOMINAÇÃO
4- MULHER MESMA REGIÃO
5- MULHER OUTRA REGIÃO
6- MULHER ESTRANGEIRA BRASILEIRO SEM DENOMINAÇÃO",307,1,N,7.0,LUGAR NASCIMENTO X SEXO," - NÃO APLICAVEL
1- HOMEM MESMA REGIÃO
2- HOMEM OUTRA REGIÃO
3- HOMEM ESTRANGEIRO BRASILEIRO SEM DENOMINAÇÃO
4- MULHER MESMA REGIÃO
5- MULHER OUTRA REGIÃO
6- MULHER ESTRANGEIRA BRASILEIRO SEM DENOMINAÇÃO","{1: 'HOMEM MESMA REGIÃO', 2: 'HOMEM OUTRA REGIÃO', 3: 'HOMEM ESTRANGEIRO BRASILEIRO SEM DENOMINAÇÃO', 4: 'MULHER MESMA REGIÃO', 5: 'MULHER OUTRA REGIÃO', 6: 'MULHER ESTRANGEIRA BRASILEIRO SEM DENOMINAÇÃO', '': 'NÃO APLICAVEL'}"
V134,"TEMPO DE RESIDENCIA (CLASSE DE IDADE)
VER VARIAVEIS AUXILIARES",308,2,N,41.0,TEMPO DE RESIDENCIA (CLASSE DE IDADE),VER VARIAVEIS AUXILIARES,"{'': 'NÃO APLICAVEL', '11': 'DE 0 A 9 ANOS E MENOR QUE 2 ANOS DE RESIDENCIA', '12': 'DE 10 A 19 ANOS E MENOR QUE 2 ANOS DE RESIDENCIA', '13': 'DE 20 A 29 ANOS E MENOR QUE 2 ANOS DE RESIDENCIA', '14': 'DE 30 A 39 ANOS E MENOR QUE 2 ANOS DE RESIDENCIA', '15': 'DE 40 A 49 ANOS E MENOR QUE 2 ANOS DE RESIDENCIA', '16': 'DE 50 A 59 ANOS E MENOR QUE 2 ANOS DE RESIDENCIA', '17': 'DE 60 ANOS E MAIS E MENOR QUE 2 ANOS DE RESIDENCIA', '18': 'IDADE IGNORADA E MENOR QUE 2 ANOS DE RESIDENCIA', '21': 'DE 0 A 9 ANOS E MENOR QUE 6 ANOS DE RESIDENCIA', '22': 'DE 10 A 19 ANOS E MENOR QUE 6 ANOS DE RESIDENCIA', '23': 'DE 20 A 29 ANOS E MENOR QUE 6 ANOS DE RESIDENCIA', '24': 'DE 30 A 39 ANOS E MENOR QUE 6 ANOS DE RESIDENCIA', '25': 'DE 40 A 49 ANOS E MENOR QUE 6 ANOS DE RESIDENCIA', '26': 'DE 50 A 59 ANOS E MENOR QUE 6 ANOS DE RESIDENCIA', '27': 'DE 60 ANOS E MAIS E MENOR QUE 6 ANOS DE RESIDENCIA', '28': 'IDADE IGNORADA E MENOR QUE 6 ANOS DE RESIDENCIA', '31': 'DE 0 A 9 ANOS E MENOR QUE 10 ANOS DE RESIDENCIA', '32': 'DE 10 A 19 ANOS E MENOR QUE 10 ANOS DE RESIDENCIA', '33': 'DE 20 A 29 ANOS E MENOR QUE 10 ANOS DE RESIDENCIA', '34': 'DE 30 A 39 ANOS E MENOR QUE 10 ANOS DE RESIDENCIA', '35': 'DE 40 A 49 ANOS E MENOR QUE 10 ANOS DE RESIDENCIA', '36': 'DE 50 A 59 ANOS E MENOR QUE 10 ANOS DE RESIDENCIA', '37': 'DE 60 ANOS E MAIS E MENOR QUE 10 ANOS DE RESIDENCIA', '38': 'IDADE IGNORADA E MENOR QUE 10 ANOS DE RESIDENCIA', '41': 'DE 0 A 9 ANOS E 10 ANOS E MAIS DE RESIDENCIA', '42': 'DE 10 A 19 ANOS E 10 ANOS E MAIS DE RESIDENCIA', '43': 'DE 20 A 29 ANOS E 10 ANOS E MAIS DE RESIDENCIA', '44': 'DE 30 A 39 ANOS E 10 ANOS E MAIS DE RESIDENCIA', '45': 'DE 40 A 49 ANOS E 10 ANOS E MAIS DE RESIDENCIA', '46': 'DE 50 A 59 ANOS E 10 ANOS E MAIS DE RESIDENCIA', '47': 'DE 60 ANOS E MAIS E 10 ANOS E MAIS DE RESIDENCIA', '48': 'IDADE IGNORADA E 10 ANOS E MAIS DE RESIDENCIA', '51': 'DE 0 A 9 ANOS E SEM DECLARAÇÃO DE RESIDENCIA', '52': 'DE 10 A 19 ANOS E SEM DECLARAÇÃO DE RESIDENCIA', '53': 'DE 20 A 29 ANOS E SEM DECLARAÇÃO DE RESIDENCIA', '54': 'DE 30 A 39 ANOS E SEM DECLARAÇÃO DE RESIDENCIA', '55': 'DE 40 A 49 ANOS E SEM DECLARAÇÃO DE RESIDENCIA', '56': 'DE 50 A 59 ANOS E SEM DECLARAÇÃO DE RESIDENCIA', '57': 'DE 60 ANOS E AMIS DE IDADE E SEM DECLARAÇÃO DE RESIDENCIA', '58': 'IDADE IGNORADA E SEM DECLARAÇÃO DE RESIDENCIA'}"
V135,"CONDIÇÃO DE MIGRAÇÃO
 - NÃO APLICAVEL
1- NATURAL DO MUNICIPIO
2- NÃO NATURAL - MESMA UF
3- NÃO NATURAL - OUTRA UF NA MESMA REGIÃO
4- NÃO NATURAL - OUTRA REGIÃO
5- NÃO NATURAL - ESTRANGEIRO BRASIL",310,1,N,6.0,CONDIÇÃO DE MIGRAÇÃO," - NÃO APLICAVEL
1- NATURAL DO MUNICIPIO
2- NÃO NATURAL - MESMA UF
3- NÃO NATURAL - OUTRA UF NA MESMA REGIÃO
4- NÃO NATURAL - OUTRA REGIÃO
5- NÃO NATURAL - ESTRANGEIRO BRASIL","{1: 'NATURAL DO MUNICIPIO', 2: 'NÃO NATURAL – MESMA UF', 3: 'NÃO NATURAL – OUTRA UF NA MESMA REGIÃO', 4: 'NÃO NATURAL – OUTRA REGIÃO', 5: 'NÃO NATURAL – ESTRANGEIRO BRASIL', '': 'NÃO APLICAVEL'}"
V136,"ANOS DE ESTUDO
  - NÃO APLICAVEL
 0- SEM INSTRUÇÃO E MENOS DE 1 ANO
 1- 1 ANO
 2- 2 ANOS
 3- 3 ANOS
 4- 4 ANOS
 5- 5 ANOS
 6- 6 ANOS
 7- 7 ANOS
 8- 8 ANOS
 9- DE 9 A 11 ANOS
10- DE 12 A 17 ANOS
11- NÃO DETERMINADO
12- SEM DECLARAÇÃO",311,2,N,14.0,ANOS DE ESTUDO,"  - NÃO APLICAVEL
 0- SEM INSTRUÇÃO E MENOS DE 1 ANO
 1- 1 ANO
 2- 2 ANOS
 3- 3 ANOS
 4- 4 ANOS
 5- 5 ANOS
 6- 6 ANOS
 7- 7 ANOS
 8- 8 ANOS
 9- DE 9 A 11 ANOS
10- DE 12 A 17 ANOS
11- NÃO DETERMINADO
12- SEM DECLARAÇÃO","{0: 'SEM INSTRUÇÃO E MENOS DE 1 ANO', 1: '1 ANO', 2: '2 ANOS', 3: '3 ANOS', 4: '4 ANOS', 5: '5 ANOS', 6: '6 ANOS', 7: '7 ANOS', 8: '8 ANOS', 9: 'DE 9 A 11 ANOS', 10: 'DE 12 A 17 ANOS', 11: 'NÃO DETERMINADO', 12: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V137,"SERIE E GRAU
  - NÃO APLICAVEL
 1- PRIMEIRA SERIE PRIMEIRO GRAU
 2- SEGUNDA SERIE PRIMEIRO GRAU
 3- TERCEIRA SERIE PRIMEIRO GRAU
 4- QUARTA SERIE PRIMEIRO GRAU
 5- QUINTA SERIE PRIMEIRO GRAU
 6- SEXTA SERIE PRIMEIRO GRAU
 7- SETIMA SERIE PRIMEIRO GRAU
 8- OITAVA SERIE PRIMEIRO GRAU
 9- SEM DECLARAÇÃO DE PRIMEIRO GRAU
10- SEGUNDO GRAU
11- SUPERIOR
12- SEM DECLARAÇÃO DE GRAU",313,2,N,13.0,SERIE E GRAU,"  - NÃO APLICAVEL
 1- PRIMEIRA SERIE PRIMEIRO GRAU
 2- SEGUNDA SERIE PRIMEIRO GRAU
 3- TERCEIRA SERIE PRIMEIRO GRAU
 4- QUARTA SERIE PRIMEIRO GRAU
 5- QUINTA SERIE PRIMEIRO GRAU
 6- SEXTA SERIE PRIMEIRO GRAU
 7- SETIMA SERIE PRIMEIRO GRAU
 8- OITAVA SERIE PRIMEIRO GRAU
 9- SEM DECLARAÇÃO DE PRIMEIRO GRAU
10- SEGUNDO GRAU
11- SUPERIOR
12- SEM DECLARAÇÃO DE GRAU","{1: 'PRIMEIRA SERIE PRIMEIRO GRAU', 2: 'SEGUNDA SERIE PRIMEIRO GRAU', 3: 'TERCEIRA SERIE PRIMEIRO GRAU', 4: 'QUARTA SERIE PRIMEIRO GRAU', 5: 'QUINTA SERIE PRIMEIRO GRAU', 6: 'SEXTA SERIE PRIMEIRO GRAU', 7: 'SETIMA SERIE PRIMEIRO GRAU', 8: 'OITAVA SERIE PRIMEIRO GRAU', 9: 'SEM DECLARAÇÃO DE PRIMEIRO GRAU', 10: 'SEGUNDO GRAU', 11: 'SUPERIOR', 12: 'SEM DECLARAÇÃO DE GRAU', '': 'NÃO APLICAVEL'}"
V138,"ANOS DE ESTUDO
 - NÃO APLICAVEL
0- SEM INSTRUÇÃO E MENOS DE UM ANO
1- DE UM A QUATRO ANOS
2- CINCO E MAIS
3- NÃO DETERMINADO
4- SEM DECLARAÇÃO",315,1,N,6.0,ANOS DE ESTUDO," - NÃO APLICAVEL
0- SEM INSTRUÇÃO E MENOS DE UM ANO
1- DE UM A QUATRO ANOS
2- CINCO E MAIS
3- NÃO DETERMINADO
4- SEM DECLARAÇÃO","{0: 'SEM INSTRUÇÃO E MENOS DE UM ANO', 1: 'DE UM A QUATRO ANOS', 2: 'CINCO E MAIS', 3: 'NÃO DETERMINADO', 4: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V139,"GRAU DE INSTRUÇÃO
 - NÃO APLICADO
1- NUNCA FREQUENTOU ESCOLA
2- PRIMEIRA GRAU (1ª A 4ª SERIE)
3- PRIMEIRA GRAU (5ª A 8ª SERIE)
4- SEM DECLARAÇÃO DE PRIMEIRO GRAU
5- SEGUNDO GRAU
6- SUPERIOR
7- SEM DECLARAÇÃO DE GRAU",316,1,N,8.0,GRAU DE INSTRUÇÃO," - NÃO APLICADO
1- NUNCA FREQUENTOU ESCOLA
2- PRIMEIRA GRAU (1ª A 4ª SERIE)
3- PRIMEIRA GRAU (5ª A 8ª SERIE)
4- SEM DECLARAÇÃO DE PRIMEIRO GRAU
5- SEGUNDO GRAU
6- SUPERIOR
7- SEM DECLARAÇÃO DE GRAU","{1: 'NUNCA FREQUENTOU ESCOLA', 2: 'PRIMEIRA GRAU (1ª A 4ª SERIE)', 3: 'PRIMEIRA GRAU (5ª A 8ª SERIE)', 4: 'SEM DECLARAÇÃO DE PRIMEIRO GRAU', 5: 'SEGUNDO GRAU', 6: 'SUPERIOR', 7: 'SEM DECLARAÇÃO DE GRAU', '': 'NÃO APLICADO'}"
V140,NUMERO DE FILHOS NASCIDOS VIVOS ATE A DATA DE REFERENCIA DA PESQUISA,317,2,N,,NUMERO DE FILHOS NASCIDOS VIVOS ATE A DATA DE REFERENCIA DA PESQUISA,,
V141,"CODIGO DO NUMERO DE FILHOS NASCIDOS VIVOS ATE A DATA DE REFERENCIA DA PESQUISA
 - NÃO APLICAVEL
0- ZERO FILHO
1- UM FILHO
2- DOIS FILHOS
3- TRES FILHOS
4- QUATRO E CINCO FILHOS
5- SEIS A NOVE FILHOS
6- DEZ E MAIS FILHOS
7- SEM DECLARAÇÃO",319,1,N,9.0,CODIGO DO NUMERO DE FILHOS NASCIDOS VIVOS ATE A DATA DE REFERENCIA DA PESQUISA," - NÃO APLICAVEL
0- ZERO FILHO
1- UM FILHO
2- DOIS FILHOS
3- TRES FILHOS
4- QUATRO E CINCO FILHOS
5- SEIS A NOVE FILHOS
6- DEZ E MAIS FILHOS
7- SEM DECLARAÇÃO","{0: 'ZERO FILHO', 1: 'UM FILHO', 2: 'DOIS FILHOS', 3: 'TRES FILHOS', 4: 'QUATRO E CINCO FILHOS', 5: 'SEIS A NOVE FILHOS', 6: 'DEZ E MAIS FILHOS', 7: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V142,"TOTAL DE FILHOS TIDOS
 - NÃO APLICAVEL
1- UM FILHO
2- DOIS FILHOS
3- TRES FILHOS
4- QUATRO E CINCO FILHOS
5- SEIS A NOVE FILHOS
6- DEZ E MAIS FILHOS",320,1,N,7.0,TOTAL DE FILHOS TIDOS," - NÃO APLICAVEL
1- UM FILHO
2- DOIS FILHOS
3- TRES FILHOS
4- QUATRO E CINCO FILHOS
5- SEIS A NOVE FILHOS
6- DEZ E MAIS FILHOS","{1: 'UM FILHO', 2: 'DOIS FILHOS', 3: 'TRES FILHOS', 4: 'QUATRO E CINCO FILHOS', 5: 'SEIS A NOVE FILHOS', 6: 'DEZ E MAIS FILHOS', '': 'NÃO APLICAVEL'}"
V144,"CONDIÇÃO DE ATIVIDADE X SEXO
 - NÃO APLICAVEL
1- ECONOMICAMENTE ATIVO HOMEM
2- ECONOMICAMENTE ATIVO MULHER
3- NÃO ECONOMICAMENTE ATIVO HOMEM
4- NÃO ECONOMICAMENTE ATIVO MULHER",321,1,N,5.0,CONDIÇÃO DE ATIVIDADE X SEXO," - NÃO APLICAVEL
1- ECONOMICAMENTE ATIVO HOMEM
2- ECONOMICAMENTE ATIVO MULHER
3- NÃO ECONOMICAMENTE ATIVO HOMEM
4- NÃO ECONOMICAMENTE ATIVO MULHER","{1: 'ECONOMICAMENTE ATIVO HOMEM', 2: 'ECONOMICAMENTE ATIVO MULHER', 3: 'NÃO ECONOMICAMENTE ATIVO HOMEM', 4: 'NÃO ECONOMICAMENTE ATIVO MULHER', '': 'NÃO APLICAVEL'}"
V145,"ATIVIDADE x SEXO
 - NÃO APLICAVEL
1- AGRICOLA HOMEM
2- AGRICOLA MULHER
3- NÃO AGRICOLA HOMEM
4- NÃO AGRICOLA MULHER",322,1,N,5.0,ATIVIDADE x SEXO," - NÃO APLICAVEL
1- AGRICOLA HOMEM
2- AGRICOLA MULHER
3- NÃO AGRICOLA HOMEM
4- NÃO AGRICOLA MULHER","{1: 'AGRICOLA HOMEM', 2: 'AGRICOLA MULHER', 3: 'NÃO AGRICOLA HOMEM', 4: 'NÃO AGRICOLA MULHER', '': 'NÃO APLICAVEL'}"
V146,"CLASSE DE HORAS TRABALHADAS NA OCUPAÇÃO PRINCIPAL
 - NÃO APLICAVEL
1- ATE 14 HORAS
2- DE 15 A 29 HORAS
3- DE 30 A 39 HORAS
4- DE 40 A 48 HORAS
5- DE 49 A 55 HORAS
6- DE 56 HORAS E MAIS
7- SEM DECLARAÇÃO",323,1,N,8.0,CLASSE DE HORAS TRABALHADAS NA OCUPAÇÃO PRINCIPAL," - NÃO APLICAVEL
1- ATE 14 HORAS
2- DE 15 A 29 HORAS
3- DE 30 A 39 HORAS
4- DE 40 A 48 HORAS
5- DE 49 A 55 HORAS
6- DE 56 HORAS E MAIS
7- SEM DECLARAÇÃO","{1: 'ATE 14 HORAS', 2: 'DE 15 A 29 HORAS', 3: 'DE 30 A 39 HORAS', 4: 'DE 40 A 48 HORAS', 5: 'DE 49 A 55 HORAS', 6: 'DE 56 HORAS E MAIS', 7: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V147,"CLASSE DE HORAS TRABALHADAS EM TODAS AS OCUPAÇÕES
 - NÃO APLICAVEL
1- ATE 14 HORAS
2- DE 15 A 29 HORAS
3- DE 30 A 39 HORAS
4- DE 40 A 48 HORAS
5- DE 49 A 55 HORAS
6- DE 56 HORAS E MAIS
7- SEM DECLARAÇÃO",324,1,N,8.0,CLASSE DE HORAS TRABALHADAS EM TODAS AS OCUPAÇÕES," - NÃO APLICAVEL
1- ATE 14 HORAS
2- DE 15 A 29 HORAS
3- DE 30 A 39 HORAS
4- DE 40 A 48 HORAS
5- DE 49 A 55 HORAS
6- DE 56 HORAS E MAIS
7- SEM DECLARAÇÃO","{1: 'ATE 14 HORAS', 2: 'DE 15 A 29 HORAS', 3: 'DE 30 A 39 HORAS', 4: 'DE 40 A 48 HORAS', 5: 'DE 49 A 55 HORAS', 6: 'DE 56 HORAS E MAIS', 7: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V148,"ATIVIDADE x RENDA DA OCUPAÇÃO PRINCIPAL
VER VARIÁVEIS AUXILIARES",325,2,N,37.0,ATIVIDADE x RENDA DA OCUPAÇÃO PRINCIPAL,VER VARIÁVEIS AUXILIARES,"{'': 'NÃO APLICAVEL', '1': 'AGREGADO ATE 1 SALARIO MINIMO', '2': 'AGREGADO DE 1 A 3 SALARIOS MINIMOS', '3': 'AGREGADO DE 3 A 5 SALARIOS MINIMOS', '4': 'AGREGADO DE MAIS DE 5 SALARIOS MINIMOS', '5': 'AGREGADO SEM RENDA', '6': 'AGREGADO SEM DECLARAÇÃO', '7': 'INDUSTRIA ATE 1 SALARIO MINIMO', '8': 'INDUSTRIA DE 1 A 3 SALARIOS MINIMOS', '9': 'INDUSTRIA DE 3 A 5 SALARIOS MINIMOS', '10': 'INDUSTRIA DE MAIS DE 5 SALARIOS MINIMOS', '11': 'INDUSTRIA SEM RENDA', '12': 'INDUSTRIA SEM DECLARAÇÃO', '13': 'COMERCIAL DE ATE 1 SALARIO MINIMO', '14': 'COMERCIAL DE 1 A 3 SALARIOS MINIMOS', '15': 'COMERCIAL DE 3 A 5 SALARIOS MINIMOS', '16': 'COMERCIAL  MAIS DE 5 SALARIOS MINIMOS', '17': 'COMERCIAL SEM RENDA', '18': 'COMERCIAL SEM DECLARAÇÃO', '19': 'COMERCIO DE MERCADORIAS ATE 1 SALARIO MINIMO', '20': 'COMERCIO DE MERCADORIAS DE 1 A 3 SALARIOS MINIMOS', '21': 'COMERCIO DE MERCADORIAS DE 3 A 5 SALARIOS MINIMOS', '22': 'COMERCIO DE MERCADORIAS DE MAIS DE 5 SALARIOS MINIMOS', '23': 'COMERCIO DE MERCADORIAS SEM RENDA', '24': 'COMERCIO DE MERCADORIAS SEM DECLARAÇÃO', '25': 'PRESTAÇÃO DE SERVIÇOS ATE 1 SALARIO MINIMO', '26': 'PRESTAÇÃO DE SERVIÇOS DE 1 A 3 SALARIOS MINIMOS', '27': 'PRESTAÇÃO DE SERVIÇOS DE 3 A 5 SALARIOS MINIMOS', '28': 'PRESTAÇÃO DE SERVIÇOS DE MAIS DE 5 SALARIOS MINIMOS', '29': 'PRESTAÇÃO DE SERVIÇOS SEM RENDA', '30': 'PRESTAÇÃO DE SERVIÇOS SEM DECLARAÇÃO', '31': 'OUTROS ATE 1 SALARIO MINIMO', '32': 'OUTROS DE 1 A 3 SALARIOS MINIMOS', '33': 'OUTROS DE 3 A 5 SALARIOS MINIMOS', '34': 'OUTROS DE MAIS DE 5 SALARIOS MINIMOS', '35': 'OUTROS SEM RENDA', '36': 'OUTROS SEM DECLARAÇÃO'}"
V149,"GRUPO DE OCUPAÇÃO NA SEMANA DE REFERENCIA
 - NÃO APLICAVEL
1- TECNICOS, CIENTIFICOS, RELIGIOSOS, ARTES E AFINS
2- ADMINISTRATIVAS
3- AGROPECUARIAS
4- INDÚSTRIA DE TRANSFORMAÇÃO
5- COMERCIO E AUXILIARES
6- TRANSPORTE E COMUNICAÇÃO
7- PRESTAÇÃO DE SERVIÇOS
8- OUTRAS OCUPAÇÕES",327,1,N,9.0,GRUPO DE OCUPAÇÃO NA SEMANA DE REFERENCIA," - NÃO APLICAVEL
1- TECNICOS, CIENTIFICOS, RELIGIOSOS, ARTES E AFINS
2- ADMINISTRATIVAS
3- AGROPECUARIAS
4- INDÚSTRIA DE TRANSFORMAÇÃO
5- COMERCIO E AUXILIARES
6- TRANSPORTE E COMUNICAÇÃO
7- PRESTAÇÃO DE SERVIÇOS
8- OUTRAS OCUPAÇÕES","{1: 'TECNICOS, CIENTIFICOS, RELIGIOSOS, ARTES E AFINS', 2: 'ADMINISTRATIVAS', 3: 'AGROPECUARIAS', 4: 'INDÚSTRIA DE TRANSFORMAÇÃO', 5: 'COMERCIO E AUXILIARES', 6: 'TRANSPORTE E COMUNICAÇÃO', 7: 'PRESTAÇÃO DE SERVIÇOS', 8: 'OUTRAS OCUPAÇÕES', '': 'NÃO APLICAVEL'}"
V150,"GRUPO DE TODAS AS HORAS TRABALHADAS
 - NÃO APLICAVEL
1- ATE 39 HORAS
2- DE 40 A 48 HORAS
3- 49 HORAS E MAIS
4- SEM DECLARAÇÃO",328,1,N,5.0,GRUPO DE TODAS AS HORAS TRABALHADAS," - NÃO APLICAVEL
1- ATE 39 HORAS
2- DE 40 A 48 HORAS
3- 49 HORAS E MAIS
4- SEM DECLARAÇÃO","{1: 'ATE 39 HORAS', 2: 'DE 40 A 48 HORAS', 3: '49 HORAS E MAIS', 4: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V151,"POSIÇÃO NA OCUPAÇÃO PRINCIPAL
 - NÃO APLICAVEL
1- EMPREGADO SO DINHEIRO
2- EMPREGADO DINHEIRO PRODUÇÃO
3- AUTONOMO
4- EMPREGADOR
5- SEM DECLARAÇÃO",329,1,N,6.0,POSIÇÃO NA OCUPAÇÃO PRINCIPAL," - NÃO APLICAVEL
1- EMPREGADO SO DINHEIRO
2- EMPREGADO DINHEIRO PRODUÇÃO
3- AUTONOMO
4- EMPREGADOR
5- SEM DECLARAÇÃO","{1: 'EMPREGADO SO DINHEIRO', 2: 'EMPREGADO DINHEIRO PRODUÇÃO', 3: 'AUTONOMO', 4: 'EMPREGADOR', 5: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V152,"CLASSE DE ATIVIDADE NA SEMANA DE REFERENCIA
  - NÃO APLICAVEL
 1- AGRICOLA
 2- INDUSTRIA DE TRANSFORMAÇÃO
 3- INDUSTRIA DA CONSTRUÇÃO
 4- OUTRA ATIVIDADE INDUSTRIAL
 5- COMERCIO DE MERCADORIAS
 6- PRESTAÇÃO DE SERVIÇOS AUXILIARES
 7- TRANSPORTES E COMUNICAÇÕES
 8- SOCIAL
 9- ADMINISTRAÇÃO PUBLICA
10- OUTRAS ATIVIDADES",330,2,N,11.0,CLASSE DE ATIVIDADE NA SEMANA DE REFERENCIA,"  - NÃO APLICAVEL
 1- AGRICOLA
 2- INDUSTRIA DE TRANSFORMAÇÃO
 3- INDUSTRIA DA CONSTRUÇÃO
 4- OUTRA ATIVIDADE INDUSTRIAL
 5- COMERCIO DE MERCADORIAS
 6- PRESTAÇÃO DE SERVIÇOS AUXILIARES
 7- TRANSPORTES E COMUNICAÇÕES
 8- SOCIAL
 9- ADMINISTRAÇÃO PUBLICA
10- OUTRAS ATIVIDADES","{1: 'AGRICOLA', 2: 'INDUSTRIA DE TRANSFORMAÇÃO', 3: 'INDUSTRIA DA CONSTRUÇÃO', 4: 'OUTRA ATIVIDADE INDUSTRIAL', 5: 'COMERCIO DE MERCADORIAS', 6: 'PRESTAÇÃO DE SERVIÇOS AUXILIARES', 7: 'TRANSPORTES E COMUNICAÇÕES', 8: 'SOCIAL', 9: 'ADMINISTRAÇÃO PUBLICA', 10: 'OUTRAS ATIVIDADES', '': 'NÃO APLICAVEL'}"
V153,"NUMERO DE DIAS AFASTADOS DO TRABALHO
 - NÃO APLICAVEL
1- UM A CINCO DIAS
2- SEIS A QUINZE DIAS
3- DEZESSEIS DIAS E MAIS
4- NÃO FALTARAM
5- SEM DECLARAÇÃO",332,1,N,6.0,NUMERO DE DIAS AFASTADOS DO TRABALHO," - NÃO APLICAVEL
1- UM A CINCO DIAS
2- SEIS A QUINZE DIAS
3- DEZESSEIS DIAS E MAIS
4- NÃO FALTARAM
5- SEM DECLARAÇÃO","{1: 'UM A CINCO DIAS', 2: 'SEIS A QUINZE DIAS', 3: 'DEZESSEIS DIAS E MAIS', 4: 'NÃO FALTARAM', 5: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V154,"CONDIÇÃO DE ATIVIDADE NO ANO DE REFERENCIA POR SEXO
 - NÃO APLICAVEL
1- ECONOMICAMENTE ATIVO HOMEM
2- ECONOMICAMENTE ATIVO MULHER
3- NÃO ECONOMICAMENTE ATIVO HOMEM
4- NÃO ECONOMICAMENTE ATIVO MULHER",333,1,N,5.0,CONDIÇÃO DE ATIVIDADE NO ANO DE REFERENCIA POR SEXO," - NÃO APLICAVEL
1- ECONOMICAMENTE ATIVO HOMEM
2- ECONOMICAMENTE ATIVO MULHER
3- NÃO ECONOMICAMENTE ATIVO HOMEM
4- NÃO ECONOMICAMENTE ATIVO MULHER","{1: 'ECONOMICAMENTE ATIVO HOMEM', 2: 'ECONOMICAMENTE ATIVO MULHER', 3: 'NÃO ECONOMICAMENTE ATIVO HOMEM', 4: 'NÃO ECONOMICAMENTE ATIVO MULHER', '': 'NÃO APLICAVEL'}"
