VARI,NOME,DESDE,TAM,CODI,S,F,C,CATEG,RENO,TE,categorias_dict,quesito
V3008,ESTAVA PROCURANDO,309,1,,,N,,6,,,"{'1': 'EMPREGO C/CARTEIRA', '3': 'EMPREGO S/CARTEIRA', '7': 'NÃO REMUNERADO', '9': 'IGNORADO'}",ESTAVA PROCURANDO
V3009,OCUP-TEVE TRAB.REM.ANT.,310,1,,,N,,4,,,"{'2': 'SIM', '4': 'NÃO', '9': 'IGNORADO'}",OCUP-TEVE TRAB.REM.ANT.
V3010,OCUP-TEVE TRAB.S/REM.ANT,311,1,,,N,,4,,,"{'1': 'SIM', '3': 'NÃO', '9': 'IGNORADO'}",OCUP-TEVE TRAB.S/REM.ANT
V3101,INATIVO-TEVE TRAB.REMUN,312,1,,,N,,4,,,"{'1': 'SIM', '3': 'NÃO'}",INATIVO-TEVE TRAB.REMUN
V3102,INATIVO-TEVE TRAB.S/REM.,313,1,,,N,,4,,,"{'2': 'SIM', '4': 'NÃO', '9': 'IGNORADO'}",INATIVO-TEVE TRAB.S/REM.
V3201,ANOS SAIU ULT.TRAB.REM.,314,2,,,N,,,,,{},ANOS SAIU ULT.TRAB.REM.
V3211,MESES SAIU ULT.TRAB.REM,316,2,,,N,,,,,{},MESES SAIU ULT.TRAB.REM
V3202,OCUPAÇÃO-ULT.TRAB.REM.,318,3,,,N,,367,,,"{'1': 'AGRICULTOR', '2': 'CRIADOR BOVINO', '3': 'AVICULTOR', '4': 'CRIADOR DIVERSOS', '5': 'PROP.AGROP.S/ESP', '6': 'EMP.EXT.VEG.PESC', '7': 'EMP. EXTR. MINER', '8': 'EMP. IND. TRANSF', '9': 'EMP. CONSTR. CIV', '10': 'COMERCIANTE', '11': 'HOTEL DON PENSÃO', '12': 'EMPRES TRANSPORT', '13': 'OUTROS PROPRIET', '20': 'MINISTRO ETC', '21': 'DIRETOR ASSESSOR', '30': 'ADM. AGROPEC.', '31': 'ADM.EXT.VEG.PESCA', '32': 'ADM.EXT. MINERAL', '33': 'ADM.IND.TRANSF.', '34': 'ADM.CONSTR.CIVIL', '35': 'ADM.COM.MERCAD.', '36': 'ADM. HOTEIS', '37': 'ADM. TRANSPORTES', '38': 'ADM. FINANCEIRAS', '39': 'OUTROS ADMINISTR', '40': 'ENCARREGADO ADMI', '50': 'FISCAIS TRIBUTOS', '51': 'INSPET. TRABALHO', '52': 'ASSIST. ADMINIST', '53': 'CAIXAS', '54': 'ALMOXARIFES', '55': 'EXPEDIDORES', '56': 'DATILOGRAFOS', '57': 'OP.TELEIMPRESSOR', '58': 'OP.MAQ.P.AUTOMAT', '59': 'SECRETARIAS', '60': 'AUX.CONTABIL', '61': 'OP.COPIADORAS', '62': 'ARQUIVISTAS', '63': 'RECEPCIONISTAS', '64': 'AUX. ADMINISTRAT', '65': 'AUX. ESCRITORIO', '101': 'ENGENHEIRO', '102': 'ARQUITETOS', '103': 'AGRIMENSORES', '104': 'CARTOGRAFOS', '111': 'DESENHISTAS', '112': 'TEC. EDIFIC.', '113': 'OUTR. OCUP. ENG.', '121': 'QUIMICOS', '122': 'FARMACEUTICOS', '123': 'FISICOS', '124': 'GEOLOGOS MINERAL.', '125': 'OUT.QUIMICA/FISIC', '131': 'TEC. QUIMICOS', '132': 'PRATICO FARMACIA', '133': 'TEC.  METEOROLOG', '141': 'AGRONOMOS', '142': 'BIOLOGISTAS', '143': 'FARMACOLOGISTAS', '144': 'VETERINARIOS', '151': 'MEDICOS', '152': 'DENTISTAS', '153': 'ENFERMEIROS DIP', '154': 'OUT. MEDICINA', '161': 'ACADEMICO HOSP', '162': 'ENFERM. NÃO DIP', '163': 'MASSAGISTAS', '164': 'ORTOPTISTAS/OTIC', '165': 'OP.EQ.MEDICOS', '166': 'PARTEIRAS', '167': 'PROTETICOS', '168': 'TEC.ANAL.CLINICA', '171': 'MATEMATICOS', '172': 'ESTATISTICOS', '173': 'ANAL. SISTEMAS', '181': 'ECONOMISTAS', '182': 'CONTADORES', '183': 'TEC. ADMINISTR.', '191': 'TEC. CONTABIL.', '192': 'TEC. ESTATIST.', '193': 'PROG. COMPUTADOR', '201': 'SOCIOLOGOS ETC', '202': 'PSICOLOGOS', '203': 'GEOGRAFOS', '204': 'ASSIST. SOCIAIS', '205': 'OUT. CIENT. SOC.', '211': 'PROF. PESQUISAD', '212': 'PROF. SUPERIOR', '213': 'PROF. 2.GRAU', '214': 'PROF.5 A 8 SÉRIE', '215': 'PROF.1 A 4 SÉRIE', '216': 'PROF. 1. GRAU', '217': 'PROF. PRE.ESC.', '218': 'PROF. PROFISS.', '219': 'PROFESSOR', '221': 'ORIENT. ENSINO', '222': 'INSPETOR ALUNOS', '231': 'MAGISTRADOS', '232': 'PROCURADORES ETC', '233': 'ADVOGADOS ETC', '241': 'TABELIÃES', '242': 'ESCRIVÃES', '243': 'OFICIAIS JUSTICA', '244': 'OUT.AUX.JUSTICA', '251': 'RELIGIOSOS', '261': 'ESCRITOR JORNAL.', '271': 'ESCULTOR PINTOR', '272': 'ARTESÃO', '273': 'DECORADOR/CENOGR', '274': 'FOTOGRAFOS', '275': 'MUSICOS/COMPOSIT', '276': 'ART.TV.CINE.TEAT', '277': 'ART. DE CIRCO', '278': 'LOCUTORES/COMENT', '279': 'PROD.DIRET.ESPET', '280': 'CINEGRAFISTAS ETC', '281': 'OP.EQ.SOM E CENOG', '282': 'OUT.OP.RADIO/TV', '283': 'OP.PROJETO CINE.', '291': 'BIBLIOTECARIOS', '292': 'MUSEOLOGOS ARQ.', '293': 'OUT.OCUP.', '301': 'PROD AGROP AUT', '302': 'TECN AGROPECUAR', '303': 'TRATORISTA AGRIC', '304': 'OUTR TRAB AGROP', '321': 'CAÇADORES', '322': 'PESCADORES', '331': 'MADEIREIROS', '332': 'LENHADORES', '333': 'CARVOEIROS', '334': 'SERINGUEIROS', '335': 'ERVATEIROS', '336': 'APANHAD. PROD VEG', '341': 'MINEIROS', '345': 'CANTEIROS/MARROEI', '351': 'OP MAQ EXT MINERI', '361': 'TRAB EXT GAS PETR', '371': 'GARIMPEIROS', '381': 'SALINEIROS', '391': 'SONDAD.POÇO GAS', '401': 'TEC EMP EXT MIN', '402': 'TEC IND TRANSF', '403': 'MESTRES IND TEXT', '404': 'MESTRE CONST CIV', '405': 'TEC ENERGIA ELET', '406': 'OUTROS MESTRES', '411': 'FORNEIRO METALUR', '412': 'LAMINADORES', '413': 'TREFILADORES', '414': 'MODELADORES MACH', '415': 'GALVANIZADOR ETC', '416': 'AFIADORES/AMOLAD', '417': 'POLIDORES ESMERIL', '418': 'FERRAMENTEIROS', '419': 'ESTAMPADORES MECA', '420': 'OPERADOR PRENSA', '421': 'FRESADOR/FURADOR', '422': 'TORNEIRO MECANIC', '423': 'AJUSTADOR MONTAD', '424': 'MECANICO VEICULO', '425': 'MECANICOS', '426': 'SOLDADORES', '427': 'REBITADORES', '428': 'CALDEIREIROS', '429': 'FERREIROS/SERRAL', '430': 'FUNILEIROS', '431': 'LANTERNEIROS', '441': 'CARDADOR/PENTEAD', '442': 'MAÇAROQUEIRO BOB', '443': 'FIANDEIROS', '444': 'RENDEIROS', '445': 'URDIDORES', '446': 'CORDOEIROS', '447': 'TECELÕES', '448': 'TAPECEIROS', '449': 'REDEIROS', '450': 'ALVEJADORES TINT', '451': 'ESTAMPADOR TEXT', '452': 'ACABADOR D PANO', '461': 'CORREEIRO SELEI', '462': 'CURTIDORES', '470': 'ALFAIATES COSTUR', '471': 'AUX DE COSTURA', '472': 'CALCEIROS/CAMIS', '473': 'MODELISTAS CORT', '474': 'BORDADEIRAS CERZ', '475': 'CHAPELEIRO PALHA', '476': 'CHAPEL. EXC PALH', '477': 'SAPATEIROS', '478': 'TRAB FABR SAPATO', '479': 'BOLSEIRO CINTEIR', '481': 'MARCENEIRO', '482': 'CARPINTEIRO', '483': 'TANOEIROS', '484': 'OPER MAQ MARCEN', '485': 'SERRADORES', '486': 'PREP COMPENSADO', '487': 'ESTOFADOR CAPOT', '488': 'COLCHOEIROS', '489': 'LUSTRADOR MADEIR', '490': 'CESTEIRO E ESTEI', '491': 'MONT EQ ELETRICO', '492': 'MONT EQ ELETRONI', '493': 'REP EQUIPAMENTOS', '494': 'MONTAD RADIO/TV', '495': 'REPAR   RADIO/TV', '496': 'ELETRIC INSTAL', '497': 'INST REP EQ TELE', '498': 'INST REP LIN ELE', '499': 'OP INST ENERG EL', '511': 'ARMADOR CONCRETO', '512': 'PEDREIROS', '513': 'SERV PEDREIRO', '514': 'PINTOR CAIADOR', '515': 'ESTUCADORES', '516': 'LADRILHEIRO TAQ', '517': 'ENCANADORES', '518': 'VIDRACEIRO', '519': 'CALCETEIRO ASFAL', '520': 'CALAFATES', '521': 'OP MAQ CONST CIV', '531': 'LING SALSICHEIRO', '532': 'CHARQUEADORES', '533': 'MAGAREFES', '534': 'OCUP IND LATICIN', '535': 'DOCEIROS CONFEIT', '536': 'MACARRONEIRO PAS', '537': 'PADEIROS', '538': 'FARINHEIRO MOLEI', '539': 'OCUP IND ACUCAR', '540': 'OCUP IND BEBIDAS', '541': 'OCUP IND CAFE', '542': 'OCUP IND PESCADO', '543': 'OCUP IND CHA ETC', '544': 'OCUP IND OLEAGIN', '545': 'OCUP IND ALIMENT', '551': 'LINOTIPISTAS', '552': 'TIPOGRAFOS', '553': 'CLICHERISTA E GR', '554': 'IMPRESSORES', '555': 'REVIS IND GRAFIC', '556': 'ENCADERNADOR CAR', '557': 'OUT OCUP IND GRA', '561': 'VIDREIRO AMPOLEI', '562': 'CERAMISTAS LOUCE', '563': 'PINTORES CERAMIC', '564': 'OLEIROS', '571': 'INSP QUALIDADE', '572': 'OURIVES RELOJOEI', '573': 'LAPIDADORES', '574': 'BORRACHEIROS', '575': 'VULCANIZADOR REC', '576': 'FOGUETEIROS', '577': 'VASSOUREIROS', '578': 'MARMORISTAS', '579': 'PREPADORES FUMO', '580': 'CHARUTEIROS CIGA', '581': 'PINTORES A PISTO', '582': 'OPER EMPILHADEIR', '583': 'FOGUISTAS', '584': 'EMB MERCADORIAS', '585': 'OCUP IND PAPEL', '586': 'OC IND ART BORRA', '587': 'OC IND ART CIMEN', '588': 'SUPERV SEGURANÇA', '589': 'OUT OCUP IND TRA', '601': 'COMERC C/PROPRIA', '602': 'VENDEDORES', '603': 'OPER DE CAIXA', '604': 'REPOSIT MERCADOR', '605': 'DEMONSTRADORES', '611': 'FEIRANTES', '612': 'AGUADEIROS', '613': 'DOCEIROS ETC', '614': 'QUITANDEIROS ETC', '615': 'TRIPEIRO ETC', '616': 'BILHETEIROS', '617': 'OUTR OCUP AMBUL', '621': 'VENDED JORN REV', '631': 'PRACISTAS E VIAJ', '632': 'REPRES COMERCIAL', '633': 'PROPAGANDISTA', '641': 'CORRETOR SEGUROS', '642': 'CORRETOR IMOVEIS', '643': 'CORRET TIT/VALOR', '644': 'AVALIADOR LEILOE', '645': 'OUTR AG CORRETOR', '646': 'COMPRADORES', '711': 'AVIADOR CIVIL', '712': 'COMISS DE BORDO', '721': 'OFIC MARIN MERC', '722': 'MESTRES DE EMBAR', '723': 'MAQ DE EMBARC.', '724': 'FOGUISTA EMBARC.', '725': 'MARINHEIRO CIVIL', '726': 'TAIFEIROS', '727': 'BARQUEIROS CANOE', '731': 'GUINDASTEIROS', '732': 'ESTIVADORES', '741': 'AG ESTR DE FERRO', '742': 'CONDUT CHEF TREM', '743': 'MAQUINISTA TREM', '744': 'FOGUISTAS TREM', '745': 'GUARDA-FREIOS', '746': 'MANOBREIRO SINAL', '751': 'MOTORISTAS', '752': 'TROCADORES', '753': 'CARROCEIRO TROP', '761': 'INSP DESP TRANSP', '762': 'TRAB CONS FERROV', '771': 'AG POSTAL E TELE', '772': 'POSTALISTAS', '773': 'TELEGR. RADIOTEL', '774': 'TELEFONISTAS', '775': 'CARTEIROS', '776': 'GUARDA-FIOS', '801': 'PROPRIETARIOS', '805': 'EMPREG DOMESTICO', '811': 'HOTEL DON PENSÃO', '812': 'CAMAREIROS', '813': 'COZINHEIROS', '814': 'GARÇONS', '815': 'ATENDENTE BAR', '821': 'CABELEIREIROS', '822': 'BARBEIROS', '823': 'MAQUILADORES ETC', '824': 'MANICURO E PEDIC', '825': 'LAVADEIRA PASSAD', '826': 'ENGRAXATES', '831': 'JOGADOR DE FUTEB', '832': 'LUTADOR/ATLETA', '833': 'JUIZ DE ESPORTES', '834': 'TECNICO ESPORTES', '841': 'PORTEIROS', '842': 'ASCENSORISTAS', '843': 'VIGIAS', '844': 'SERVENTES', '845': 'CONTINUOS', '851': 'OFIC FORÇAS ARM', '852': 'PRAÇA FORÇ ARMAD', '853': 'OFIC PRAÇAS BOMB', '854': 'DELEG/COMISS POL', '855': 'INVEST. POLICIA', '856': 'GUARDA-CIV INSP', '857': 'CARCEREIRO ETC', '858': 'DATILOSCOPISTA', '859': 'GUARDA-VIG PARTI', '911': 'APRENDIZES', '912': 'BILHETEIRO DIVER', '913': 'BOMB. EXC C. BOM', '914': 'CAPATAZES', '915': 'DEDETIZADORES', '916': 'GUARD AUTOMOVEIS', '917': 'GUARDA SANITARIO', '918': 'INSPETOR FISCAIS', '919': 'JARDIN EXC LAVOU', '920': 'LIXEIROS', '921': 'LUBRIFICADORES', '922': 'OPER TRAT AGUA', '923': 'OP MAQ EXC AGROP', '924': 'TRABALHAD BRAÇAL', '925': 'TRAB CONS RODOV', '926': 'OUT OCUP MAL DEF', '927': 'SEM DECLARAÇÃO'}",OCUPAÇÃO-ULT.TRAB.REM.
V3203,ATIVIDADE-ULT.TRAB.REM.,321,3,,,N,,167,,,"{'11': 'CULTURA AGAVE', '12': 'CULTURA ALGODÃO', '13': 'CULTURA ARROZ', '14': 'CULTURA BANANA', '15': 'CULTURA CACAU', '16': 'CULTURA CAFE', '17': 'CULT CANA-AÇUCAR', '18': 'CULTURA FUMO', '19': 'CULTURA MANDIOCA', '20': 'CULTURA MILHO', '21': 'CULTURA SOJA', '22': 'CULTURA TRIGO', '23': 'HORTIC FLORICULT', '24': 'SILVICULTURA', '25': 'CULT NÃO DISCRIM', '26': 'PECUARIA', '27': 'AVICULTURA', '28': 'APICULT SERICULT', '29': 'ATIV NÃO DEFINID', '31': 'EXT BORRACHA', '32': 'EXT ERVA-MATE', '33': 'EXT PLANTAS FIBR', '34': 'EXT FRUTOS SEMEN', '35': 'EXT MADEIRAS', '36': 'PROD CARVAO VEG', '37': 'ATIV NÃO DEFINID', '41': 'PESCA', '42': 'PISCICULTURA', '50': 'EXT APAR MAT CON', '51': 'EXT PETR GAS NAT', '52': 'EXT CARV PEDRA', '53': 'EXP SALINAS FONT', '54': 'FAIS GAR MIN NMET', '55': 'FAIS GAR MIN MET', '56': 'EXT MIN RADIOATIV', '57': 'EXT MIN NÃO METAL', '58': 'EXT MIN METALICOS', '59': 'ATIV NÃO DEFINIDA', '100': 'IND TRAN MIN NMET', '110': 'IND METALURGICAS', '120': 'IND MECANICAS', '130': 'IND MAT ELET COM', '140': 'IND MAT TRANSPOR', '150': 'IND MADEIRA', '151': 'IND DOMIC ART PAL', '160': 'IND MOBILIARIO', '170': 'IND PAPEL PAPELÃO', '180': 'IND BORRACHA', '190': 'IND COUROS PELES', '200': 'IND QUIMICAS', '201': 'IND PROD PETROL', '210': 'IND FARMAC VETERI', '220': 'IND PERF SABAO VE', '230': 'IND PROD PLASTIC', '240': 'IND TEXTEIS', '241': 'IND DOMIC TEXTEIS', '250': 'IND VESTUARIO', '251': 'IND CALÇADOS', '260': 'IND PROD ALIMENT', '270': 'IND BEBIDAS', '280': 'IND FUMO', '290': 'IND EDIT GRAFICAS', '300': 'ATIV NÃO DEFINIDA', '340': 'IND CONSTRUÇÃO', '351': 'PROD DISTR EN EL', '352': 'PROD DIST GAS CA', '353': 'ABAST AGUA ETC', '354': 'LIMP PUBL REM LIX', '410': 'COM PROD AGROP EX', '411': 'COM GEN ALIMENTIC', '412': 'COM TEC ART TECID', '413': 'COM MOV TAPEC ART', '414': 'COM PAPEL IMPRESS', '415': 'COM FERRAGENS ETC', '416': 'COM MAQ APAREL IN', '417': 'COM VEICULOS ACES', '418': 'COM PROD QUIM FAR', '419': 'COM COMBUST LUBRI', '420': 'COM AMBULANTE', '421': 'FEIRAS', '422': 'SUPERMERCADOS', '423': 'LOJA DE DEPARTAME', '424': 'ATIV NÃO DEFINIDA', '451': 'BANCOS FINANC ETC', '452': 'CAIXAS ECON COOP', '453': 'SEGUROS', '461': 'ADM COM INC IMOV', '462': 'COM TIT E MOEDAS', '463': 'CONC LOTERIAS ETC', '464': 'ORG CART CREDITO', '471': 'TRANS TRAÇ ANIMAL', '472': 'TRANS RODOV PASSA', '473': 'TRANS RODOV CARGA', '474': 'TRANS FERROVIARIO', '475': 'TRANS MARITIMO', '476': 'TRANSPORTE AEREO', '477': 'ATIV NÃO DEFINIDA', '481': 'SERV POSTAIS', '482': 'COMUNIC TELEFONIC', '511': 'SERV ALOJAMENTO', '512': 'SERV ALIMENTAÇÃO', '521': 'SERV REP ELETRIC', '522': 'SERV REP VEICULOS', '523': 'SERV REP MADEIRA', '524': 'SERV REP INSTALAÇ', '525': 'SERV REP NÃO INCL', '531': 'SERV HIGIENE PESS', '532': 'SERV CONFECÇÃO', '533': 'SERV PESS N INCLU', '541': 'SERV CONS VESTUAR', '542': 'SERV LIMP CONSERV', '543': 'SERV VIG E GUARDA', '544': 'SER DOM REMUNERAD', '545': 'SER DOMIC N INCLU', '551': 'SERV DIV ARTIST', '552': 'SERV RADIODIFUSÃO', '571': 'SERV JURIDICO', '572': 'SERV CONTAB AUDIT', '573': 'SERV ASSESSORIA', '574': 'SERV ENGEN ARQUI', '575': 'SERV PUBLIC PROP', '576': 'SERV TRADUÇÃO', '577': 'ESTUD DE PINTURA', '578': 'SERV TECN-PROFISS', '581': 'SERV AUX AGR PECU', '582': 'SERV AUX COM MERC', '583': 'SERV ARMAZENAGEM', '584': 'SERV AUX COM/INDU', '585': 'SERV AUX SEGUROS', '586': 'SERV TRANSP N ROD', '587': 'SERV AUX TRANS RO', '588': 'SERV AUX TRANS MA', '589': 'SERV AUX TOD ATIV', '610': 'ASSIST BENEFICEN', '611': 'PREV SOC PUBLICA', '612': 'PREV SOC PARTICUL', '613': 'SIND ASSOC CLASSE', '614': 'INST CIENT TECNOL', '615': 'INST FILOS CULTUR', '616': 'CULTO ATIV AUXILI', '617': 'ENT DESP RECREATI', '618': 'ORGANIZ CIV POLIT', '619': 'SERV COMUNIT SOC', '621': 'SERV MEDICOS PUBL', '622': 'SERV MEDICOS PART', '623': 'SERV ODONTOLOGICO', '624': 'SERV VETERINARIA', '631': 'ENSINO PUBLICO', '632': 'ENSINO PARTICULAR', '711': 'PODER LEGISLATIVO', '712': 'JUSTICA ATIV AUXI', '713': 'SERV ADM FEDERAIS', '714': 'SERV ADM ESTADUAI', '715': 'SERV ADM MUNICIPA', '716': 'SERV ADM AUTARQUI', '717': 'SERV ADM NÃO DEFI', '721': 'EXERCITO', '722': 'MARINHA DE GUERRA', '723': 'AERONAUTICA', '724': 'POLICIA MILITAR', '725': 'POLICIA CIVIL', '726': 'CORPO BOMBEIROS', '727': 'OUTR ORG GOV SEGU', '801': 'ORG INTER REP EST', '901': 'OUT ATIV NÃO DEFI', '902': 'ATIV MAL DEFINIDA'}",ATIVIDADE-ULT.TRAB.REM.
V3204,ULT.TRAB.REMUNERADO ERA,324,1,,,N,,9,,,"{'1': 'EMPREGADO', '2': 'PARCEIRO EMPREGADO', '3': 'TRAB.AGRIC.VOLANTE', '4': 'CONTA PRÓPRIA', '6': 'EMPREGADOR', '7': 'PARCEIRO EMPREGADO', '9': 'IGNORADO'}",ULT.TRAB.REMUNERADO ERA
V3205,ANOS EMPREGO ANTERIOR,325,2,,,N,,,,,{},ANOS EMPREGO ANTERIOR
V3215,MESES EMPREGO ANTERIOR,327,2,,,N,,,,,{},MESES EMPREGO ANTERIOR
V3206,POR QUE SAIU ULT.EMPREGO,329,1,,,N,,5,,,"{'2': 'PEDIU PARAR SAIR', '4': 'FOI DISPENSADO', '6': 'APOSENTOU', '9': 'IGNORADO'}",POR QUE SAIU ULT.EMPREGO
V3207,CART.ASSIN.ULT.EMPREGO,330,1,,,N,,4,,,"{'1': 'SIM', '3': 'NÃO', '9': 'IGNORADO'}",CART.ASSIN.ULT.EMPREGO
V3208,RECEBEU FGTS-ULT.EMPREGO,331,1,,,N,,4,,,"{'2': 'SIM', '4': 'NÃO', '9': 'IGNORADO'}",RECEBEU FGTS-ULT.EMPREGO
V3301,SEGURO DESEMP.ULT.EMPR.,332,1,,,N,,4,,,"{'1': 'SIM', '3': 'NÃO'}",SEGURO DESEMP.ULT.EMPR.
V3401,MILIT/FUNC.EST.ULT.TRAB.,333,1,,,N,,4,,,"{'1': 'SIM', '3': 'NÃO'}",MILIT/FUNC.EST.ULT.TRAB.
V3501,ANOS ULT.TRABALHO,334,2,,,N,,,,,{},ANOS ULT.TRABALHO
V3511,MESES ULT.TRABALHO,336,2,,,N,,,,,{},MESES ULT.TRABALHO
V3601,DE 1 A 5 OCUP.ULT.TRAB.,338,1,,,N,,2,,,{'1': 'SIM'},DE 1 A 5 OCUP.ULT.TRAB.
V3611,QTDE.PESSOAS OCUP.-1 A 5,339,2,,,N,,8,,,"{'01': 'UMA', '02': 'DUAS', '03': 'TRES', '04': 'QUATRO', '05': 'CINCO', '09': 'IGNORADO'}",QTDE.PESSOAS OCUP.-1 A 5
V3621,DE 6 A 10 OCUP.ULT.TRAB.,341,1,,,N,,2,,,{'3': 'SIM'},DE 6 A 10 OCUP.ULT.TRAB.
V3631,QTDE.PESSOAS OCUP.6 A 10,342,2,,,N,,8,,,"{'06': 'SEIS', '07': 'SETE', '08': 'OITO', '09': 'NOVE', '10': 'DEZ', '98': 'IGNORADO DE 1 A 10', '99': 'IGNORADO DE 6 A 10'}",QTDE.PESSOAS OCUP.6 A 10
V3641,MAIS DE 10 OCUP.ULT.TRAB,344,1,,,N,,2,,,{'5': 'SIM'},MAIS DE 10 OCUP.ULT.TRAB
V3602,ULT.TRAB.REM.ESTABELECI,345,1,,,N,,9,,,"{'2': 'LOJA/ESCRIT/OFICIN', '3': 'VEÍCULO', '5': 'OUTRO DOMICÍLIO', '6': 'VIA PÚBLICA', '7': 'OUTRO', '9': 'IGNORADO'}",ULT.TRAB.REM.ESTABELECI
V3701,CONTR.PREV.ULT.TRAB.REM.,346,1,,,N,,4,,,"{'1': 'SIM', '3': 'NÃO'}",CONTR.PREV.ULT.TRAB.REM.
V3702,INST.PREV.ULT.TRAB.REM.,347,1,,,N,,5,,,"{'2': 'FEDERAL', '4': 'ESTADUAL', '6': 'MUNICIPAL', '9': 'IGNORADO'}",INST.PREV.ULT.TRAB.REM.
V3801,NASCEU NESTE MUNICÍPIO,348,1,,,N,,4,,,"{'1': 'SIM', '3': 'NÃO'}",NASCEU NESTE MUNICÍPIO
V3802,ANOS NESTE MUNICÍPIO,349,2,,,N,,,,,{},ANOS NESTE MUNICÍPIO
V3812,MESES NESTE MUNICÍPIO,351,2,,,N,,,,,{},MESES NESTE MUNICÍPIO
V3803,UF DE NASCIMENTO,353,2,,,N,,30,,,"{'01': 'RO', '02': 'AC', '03': 'AM', '04': 'RR', '05': 'PA', '06': 'AP', '07': 'MA', '08': 'PI', '09': 'CE', '10': 'RN', '11': 'PB', '12': 'PE', '13': 'AL', '14': 'SE', '15': 'BA', '16': 'MG', '17': 'ES', '18': 'RJ', '19': 'SP', '20': 'PR', '21': 'SC', '22': 'RS', '23': 'MS', '24': 'MT', '25': 'GO', '26': 'TO', '27': 'DF', '28': 'PAÍS ESTRANGEIRO', '99': 'IGNORADO'}",UF DE NASCIMENTO
V3804,ÁREA DE NASCIMENTO,355,1,,,N,,4,,,"{'2': 'URBANA', '4': 'RURAL', '9': 'IGNORADO'}",ÁREA DE NASCIMENTO
